1727884800,SettlementNode11
1727888400,ClanNode10
1727892000,SolNode64
1727895600,SolNode305
1727899200,SolNode23
1727902800,SolNode123
1727906400,SolNode26
1727910000,SolNode305
1727913600,SolNode123
1727917200,SolNode172
1727920800,SolNode718
1727924400,ClanNode5
1727928000,SolNode149
1727931600,SolNode711
1727935200,ClanNode16
1727938800,SolNode308
1727942400,ClanNode19
1727946000,SolNode216
1727949600,SolNode72
1727953200,SolNode302
1727956800,SolNode146
1727960400,ClanNode8
1727964000,ClanNode1
1727967600,SolNode195
1727971200,SolNode118
1727974800,SolNode106
1727978400,SolNode101
1727982000,SolNode106
1727985600,SolNode118
1727989200,ClanNode22
1727992800,SolNode187
1727996400,ClanNode16
1728000000,ClanNode17
1728003600,SolNode17
1728007200,SolNode302
1728010800,SolNode405
1728014400,SolNode101
1728018000,SolNode26
1728021600,SolNode85
1728025200,SolNode707
1728028800,SolNode211
1728032400,SolNode412
1728036000,ClanNode21
1728039600,ClanNode20
1728043200,SolNode118
1728046800,SolNode39
1728050400,SolNode224
1728054000,SolNode718
1728057600,ClanNode14
1728061200,SolNode122
1728064800,ClanNode24
1728068400,SolNode711
1728072000,ClanNode11
1728075600,SolNode450
1728079200,ClanNode25
1728082800,SolNode707
1728086400,SolNode305
1728090000,ClanNode8
1728093600,SolNode16
1728097200,SolNode43
1728100800,SolNode409
1728104400,ClanNode13
1728108000,SolNode18
1728111600,SolNode177
1728115200,ClanNode18
1728118800,ClanNode2
1728122400,SolNode707
1728126000,SolNode25
1728129600,ClanNode3
1728133200,SolNode308
1728136800,SolNode409
1728140400,SolNode211
1728144000,ClanNode9
1728147600,SolNode308
1728151200,SolNode711
1728154800,SolNode412
1728158400,SolNode177
1728162000,ClanNode22
1728165600,SolNode94
1728169200,ClanNode20
1728172800,SolNode6
1728176400,SolNode96
1728180000,SolNode707
1728183600,ClanNode2
1728187200,SolNode719
1728190800,SolNode402
1728194400,SolNode147
1728198000,ClanNode17
1728201600,SolNode185
1728205200,SolNode164
1728208800,ClanNode20
1728212400,SolNode130
1728216000,SettlementNode3
1728219600,ClanNode2
1728223200,SolNode224
1728226800,SolNode130
1728230400,SolNode81
1728234000,SettlementNode11
1728237600,ClanNode17
1728241200,SolNode118
1728244800,ClanNode12
1728248400,SolNode118
1728252000,SolNode100
1728255600,SolNode17
1728259200,SolNode46
1728262800,ClanNode16
1728266400,SolNode64
1728270000,SolNode308
1728273600,ClanNode10
1728277200,SolNode305
1728280800,SolNode166
1728284400,ClanNode19
1728288000,SolNode72
1728291600,SolNode87
1728295200,SolNode211
1728298800,ClanNode6
1728302400,SolNode402
1728306000,SolNode302
1728309600,SolNode101
1728313200,SolNode195
1728316800,SolNode185
1728320400,SolNode719
1728324000,ClanNode21
1728327600,SolNode308
1728331200,SolNode123
1728334800,SolNode130
1728338400,SolNode224
1728342000,SolNode85
1728345600,SolNode450
1728349200,SolNode130
1728352800,SolNode130
1728356400,SolNode94
1728360000,ClanNode4
1728363600,ClanNode2
1728367200,SolNode46
1728370800,ClanNode17
1728374400,ClanNode6
1728378000,SolNode87
1728381600,SolNode405
1728385200,ClanNode11
1728388800,SolNode187
1728392400,SolNode212
1728396000,SolNode711
1728399600,SolNode125
1728403200,SolNode147
1728406800,SolNode81
1728410400,SolNode707
1728414000,SolNode94
1728417600,ClanNode7
1728421200,SolNode167
1728424800,SolNode212
1728428400,SolNode30
1728432000,SolNode94
1728435600,SolNode164
1728439200,ClanNode11
1728442800,SolNode166
1728446400,SolNode94
1728450000,SolNode6
1728453600,SolNode719
1728457200,SolNode125
1728460800,SolNode94
1728464400,SettlementNode3
1728468000,SolNode409
1728471600,SolNode412
1728475200,SolNode450
1728478800,SolNode402
1728482400,SolNode106
1728486000,SolNode125
1728489600,SolNode72
1728493200,SolNode211
1728496800,SolNode149
1728500400,SolNode195
1728504000,SettlementNode3
1728507600,SolNode42
1728511200,SolNode87
1728514800,SolNode6
1728518400,SolNode22
1728522000,SolNode305
1728525600,SolNode211
1728529200,SolNode305
1728532800,SolNode23
1728536400,SolNode707
1728540000,ClanNode5
1728543600,ClanNode6
1728547200,SolNode224
1728550800,SolNode18
1728554400,SolNode302
1728558000,SolNode43
1728561600,SolNode96
1728565200,SolNode302
1728568800,ClanNode22
1728572400,ClanNode13
1728576000,SolNode224
1728579600,ClanNode9
1728583200,SolNode177
1728586800,SolNode718
1728590400,SolNode212
1728594000,SolNode106
1728597600,SolNode42
1728601200,SolNode25
1728604800,SolNode211
1728608400,ClanNode3
1728612000,ClanNode12
1728615600,SolNode6
1728619200,ClanNode0
1728622800,SolNode72
1728626400,ClanNode11
1728630000,ClanNode24
1728633600,SettlementNode3
1728637200,SolNode187
1728640800,SolNode94
1728644400,SolNode123
1728648000,ClanNode21
1728651600,ClanNode18
1728655200,SolNode412
1728658800,SolNode94
1728662400,ClanNode1
1728666000,SettlementNode3
1728669600,SolNode707
1728673200,SolNode30
1728676800,SolNode23
1728680400,ClanNode9
1728684000,SolNode224
1728687600,SolNode305
1728691200,ClanNode16
1728694800,SolNode30
1728698400,SettlementNode3
1728702000,ClanNode21
1728705600,SolNode707
1728709200,SolNode87
1728712800,SolNode212
1728716400,SolNode305
1728720000,SolNode718
1728723600,SolNode23
1728727200,ClanNode24
1728730800,ClanNode17
1728734400,SolNode167
1728738000,ClanNode15
1728741600,SolNode81
1728745200,SettlementNode11
1728748800,SolNode26
1728752400,SolNode130
1728756000,ClanNode12
1728759600,SolNode166
1728763200,SolNode212
1728766800,SolNode64
1728770400,SolNode147
1728774000,ClanNode14
1728777600,SolNode101
1728781200,ClanNode6
1728784800,SolNode46
1728788400,SolNode42
1728792000,SolNode22
1728795600,SolNode402
1728799200,ClanNode14
1728802800,SolNode30
1728806400,ClanNode9
1728810000,SolNode711
1728813600,ClanNode16
1728817200,SolNode216
1728820800,SolNode166
1728824400,SolNode405
1728828000,ClanNode2
1728831600,SolNode18
1728835200,ClanNode10
1728838800,ClanNode18
1728842400,SolNode17
1728846000,SolNode305
1728849600,SolNode72
1728853200,SolNode232
1728856800,SolNode18
1728860400,SettlementNode3
1728864000,SolNode130
1728867600,SolNode6
1728871200,ClanNode1
1728874800,ClanNode25
1728878400,SolNode87
1728882000,ClanNode10
1728885600,ClanNode10
1728889200,SolNode212
1728892800,SolNode46
1728896400,SolNode707
1728900000,SolNode123
1728903600,SolNode302
1728907200,SolNode224
1728910800,SolNode707
1728914400,SolNode711
1728918000,SolNode42
1728921600,SolNode96
1728925200,ClanNode7
1728928800,ClanNode10
1728932400,ClanNode6
1728936000,ClanNode2
1728939600,ClanNode3
1728943200,ClanNode6
1728946800,SolNode147
1728950400,SolNode149
1728954000,ClanNode8
1728957600,SettlementNode11
1728961200,SolNode402
1728964800,SolNode164
1728968400,SolNode711
1728972000,SolNode224
1728975600,SolNode308
1728979200,SolNode185
1728982800,SolNode305
1728986400,SolNode232
1728990000,ClanNode20
1728993600,SolNode402
1728997200,SolNode149
1729000800,SolNode164
1729004400,SolNode130
1729008000,SolNode106
1729011600,SolNode81
1729015200,SolNode711
1729018800,SolNode172
1729022400,SolNode130
1729026000,SettlementNode11
1729029600,ClanNode8
1729033200,SolNode177
1729036800,SolNode185
1729040400,ClanNode5
1729044000,ClanNode15
1729047600,ClanNode14
1729051200,SolNode412
1729054800,ClanNode21
1729058400,SolNode147
1729062000,SolNode39
1729065600,SolNode302
1729069200,SolNode25
1729072800,SolNode195
1729076400,ClanNode0
1729080000,ClanNode3
1729083600,SolNode72
1729087200,SolNode711
1729090800,ClanNode18
1729094400,SolNode707
1729098000,ClanNode23
1729101600,SolNode211
1729105200,SolNode402
1729108800,SolNode711
1729112400,SolNode94
1729116000,SolNode402
1729119600,SolNode718
1729123200,SolNode6
1729126800,SolNode164
1729130400,SolNode94
1729134000,SolNode94
1729137600,SolNode106
1729141200,SolNode216
1729144800,SolNode308
1729148400,ClanNode10
1729152000,SolNode85
1729155600,SolNode707
1729159200,SolNode402
1729162800,ClanNode5
1729166400,SolNode94
1729170000,SolNode85
1729173600,ClanNode19
1729177200,SolNode305
1729180800,SolNode106
1729184400,SolNode64
1729188000,SolNode707
1729191600,SolNode146
1729195200,ClanNode17
1729198800,ClanNode11
1729202400,SolNode26
1729206000,SolNode212
1729209600,SolNode211
1729213200,SolNode224
1729216800,SolNode707
1729220400,SolNode711
1729224000,ClanNode23
1729227600,SolNode212
1729231200,SolNode224
1729234800,SolNode412
1729238400,SolNode106
1729242000,ClanNode24
1729245600,SolNode125
1729249200,ClanNode20
1729252800,SolNode719
1729256400,SolNode212
1729260000,SolNode17
1729263600,SolNode26
1729267200,SolNode305
1729270800,SolNode72
1729274400,SolNode94
1729278000,ClanNode23
1729281600,ClanNode13
1729285200,SolNode707
1729288800,ClanNode8
1729292400,SolNode302
1729296000,ClanNode24
1729299600,SolNode305
1729303200,SolNode72
1729306800,ClanNode4
1729310400,SettlementNode3
1729314000,ClanNode7
1729317600,ClanNode13
1729321200,ClanNode23
1729324800,SolNode224
1729328400,SolNode22
1729332000,SolNode711
1729335600,SolNode122
1729339200,SolNode130
1729342800,ClanNode5
1729346400,ClanNode4
1729350000,ClanNode0
1729353600,SolNode212
1729357200,SolNode172
1729360800,SolNode402
1729364400,SolNode405
1729368000,SolNode130
1729371600,SolNode146
1729375200,ClanNode9
1729378800,ClanNode19
1729382400,SolNode46
1729386000,SolNode719
1729389600,ClanNode17
1729393200,SolNode72
1729396800,ClanNode5
1729400400,SolNode302
1729404000,SolNode25
1729407600,SolNode101
1729411200,SolNode123
1729414800,SolNode172
1729418400,SolNode211
1729422000,ClanNode4
1729425600,SolNode23
1729429200,SolNode43
1729432800,SettlementNode3
1729436400,SolNode308
1729440000,SolNode711
1729443600,ClanNode0
1729447200,SolNode172
1729450800,SolNode94
1729454400,SolNode23
1729458000,SolNode22
1729461600,SolNode100
1729465200,SolNode172
1729468800,SolNode149
1729472400,SolNode172
1729476000,SolNode22
1729479600,ClanNode5
1729483200,SolNode707
1729486800,ClanNode9
1729490400,SolNode167
1729494000,SolNode130
1729497600,ClanNode22
1729501200,SolNode94
1729504800,ClanNode21
1729508400,SolNode96
1729512000,ClanNode2
1729515600,SolNode711
1729519200,SolNode233
1729522800,SolNode402
1729526400,SolNode16
1729530000,SolNode166
1729533600,SolNode64
1729537200,SolNode101
1729540800,ClanNode1
1729544400,SolNode64
1729548000,SolNode72
1729551600,SolNode87
1729555200,ClanNode25
1729558800,ClanNode12
1729562400,SolNode211
1729566000,SolNode187
1729569600,SolNode17
1729573200,ClanNode17
1729576800,SolNode16
1729580400,SolNode409
1729584000,ClanNode11
1729587600,SolNode187
1729591200,SolNode94
1729594800,SolNode16
1729598400,SolNode22
1729602000,SolNode123
1729605600,ClanNode2
1729609200,ClanNode18
1729612800,SolNode167
1729616400,SolNode43
1729620000,ClanNode5
1729623600,ClanNode17
1729627200,SolNode42
1729630800,SolNode195
1729634400,SolNode23
1729638000,SolNode42
1729641600,SolNode125
1729645200,SolNode64
1729648800,ClanNode19
1729652400,SolNode309
1729656000,SolNode16
1729659600,SolNode72
1729663200,SolNode125
1729666800,ClanNode4
1729670400,ClanNode3
1729674000,SolNode302
1729677600,SolNode164
1729681200,SolNode72
1729684800,SolNode187
1729688400,ClanNode20
1729692000,SolNode412
1729695600,SolNode101
1729699200,ClanNode1
1729702800,SolNode402
1729706400,ClanNode22
1729710000,ClanNode0
1729713600,SettlementNode11
1729717200,SolNode25
1729720800,ClanNode24
1729724400,ClanNode17
1729728000,SolNode64
1729731600,SolNode25
1729735200,SolNode100
1729738800,SolNode25
1729742400,SolNode408
1729746000,SettlementNode3
1729749600,SolNode87
1729753200,SolNode147
1729756800,ClanNode11
1729760400,SolNode146
1729764000,SolNode18
1729767600,SolNode42
1729771200,SolNode96
1729774800,SolNode101
1729778400,SolNode412
1729782000,ClanNode22
1729785600,SolNode230
1729789200,ClanNode24
1729792800,SolNode211
1729796400,SolNode26
1729800000,SolNode707
1729803600,SolNode167
1729807200,SolNode172
1729810800,ClanNode8
1729814400,SolNode195
1729818000,SolNode302
1729821600,SolNode17
1729825200,SolNode305
1729828800,SolNode211
1729832400,SolNode224
1729836000,SolNode85
1729839600,ClanNode2
1729843200,SolNode711
1729846800,SolNode39
1729850400,ClanNode7
1729854000,SolNode408
1729857600,SolNode308
1729861200,SolNode224
1729864800,SolNode149
1729868400,SolNode23
1729872000,ClanNode5
1729875600,ClanNode16
1729879200,SolNode408
1729882800,SolNode172
1729886400,ClanNode12
1729890000,SolNode216
1729893600,ClanNode13
1729897200,SolNode125
1729900800,SolNode412
1729904400,SolNode122
1729908000,SolNode412
1729911600,SolNode72
1729915200,SolNode305
1729918800,SolNode233
1729922400,SolNode177
1729926000,SolNode81
1729929600,SettlementNode3
1729933200,SolNode64
1729936800,SolNode101
1729940400,SolNode187
1729944000,ClanNode21
1729947600,SolNode16
1729951200,SolNode43
1729954800,ClanNode21
1729958400,ClanNode5
1729962000,SolNode224
1729965600,SolNode125
1729969200,ClanNode13
1729972800,SolNode130
1729976400,SolNode408
1729980000,SolNode122
1729983600,SolNode64
1729987200,ClanNode6
1729990800,SolNode16
1729994400,ClanNode13
1729998000,SolNode118
1730001600,SolNode39
1730005200,SolNode118
1730008800,SolNode17
1730012400,ClanNode19
1730016000,ClanNode3
